Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T061_001
"41051004601","14000US41051004601","Census Tract 46.01, Multnomah County, Oregon","Census Tract 46.01, Multnomah County, Oregon","or","140","00","ACSSF","0001486",,,,,"41","051",,,,"004601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197639
"41051004602","14000US41051004602","Census Tract 46.02, Multnomah County, Oregon","Census Tract 46.02, Multnomah County, Oregon","or","140","00","ACSSF","0001487",,,,,"41","051",,,,"004602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181500
"41051004700","14000US41051004700","Census Tract 47, Multnomah County, Oregon","Census Tract 47, Multnomah County, Oregon","or","140","00","ACSSF","0001488",,,,,"41","051",,,,"004700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143984
"41051004800","14000US41051004800","Census Tract 48, Multnomah County, Oregon","Census Tract 48, Multnomah County, Oregon","or","140","00","ACSSF","0001489",,,,,"41","051",,,,"004800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95735
"41051004900","14000US41051004900","Census Tract 49, Multnomah County, Oregon","Census Tract 49, Multnomah County, Oregon","or","140","00","ACSSF","0001490",,,,,"41","051",,,,"004900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88412
"41051005000","14000US41051005000","Census Tract 50, Multnomah County, Oregon","Census Tract 50, Multnomah County, Oregon","or","140","00","ACSSF","0001491",,,,,"41","051",,,,"005000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97434
"41051005100","14000US41051005100","Census Tract 51, Multnomah County, Oregon","Census Tract 51, Multnomah County, Oregon","or","140","00","ACSSF","0001492",,,,,"41","051",,,,"005100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106224
"41051005200","14000US41051005200","Census Tract 52, Multnomah County, Oregon","Census Tract 52, Multnomah County, Oregon","or","140","00","ACSSF","0001493",,,,,"41","051",,,,"005200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66797
"41051005500","14000US41051005500","Census Tract 55, Multnomah County, Oregon","Census Tract 55, Multnomah County, Oregon","or","140","00","ACSSF","0001494",,,,,"41","051",,,,"005500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104261
"41051005600","14000US41051005600","Census Tract 56, Multnomah County, Oregon","Census Tract 56, Multnomah County, Oregon","or","140","00","ACSSF","0001495",,,,,"41","051",,,,"005600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87750
"41051005700","14000US41051005700","Census Tract 57, Multnomah County, Oregon","Census Tract 57, Multnomah County, Oregon","or","140","00","ACSSF","0001496",,,,,"41","051",,,,"005700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97028
"41051005800","14000US41051005800","Census Tract 58, Multnomah County, Oregon","Census Tract 58, Multnomah County, Oregon","or","140","00","ACSSF","0001497",,,,,"41","051",,,,"005800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165598
"41051005900","14000US41051005900","Census Tract 59, Multnomah County, Oregon","Census Tract 59, Multnomah County, Oregon","or","140","00","ACSSF","0001498",,,,,"41","051",,,,"005900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104265
"41051006001","14000US41051006001","Census Tract 60.01, Multnomah County, Oregon","Census Tract 60.01, Multnomah County, Oregon","or","140","00","ACSSF","0001499",,,,,"41","051",,,,"006001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143875
"41051006002","14000US41051006002","Census Tract 60.02, Multnomah County, Oregon","Census Tract 60.02, Multnomah County, Oregon","or","140","00","ACSSF","0001500",,,,,"41","051",,,,"006002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116607
"41051006100","14000US41051006100","Census Tract 61, Multnomah County, Oregon","Census Tract 61, Multnomah County, Oregon","or","140","00","ACSSF","0001501",,,,,"41","051",,,,"006100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118438
"41051006200","14000US41051006200","Census Tract 62, Multnomah County, Oregon","Census Tract 62, Multnomah County, Oregon","or","140","00","ACSSF","0001502",,,,,"41","051",,,,"006200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100156
"41051006300","14000US41051006300","Census Tract 63, Multnomah County, Oregon","Census Tract 63, Multnomah County, Oregon","or","140","00","ACSSF","0001503",,,,,"41","051",,,,"006300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126146
"41051006402","14000US41051006402","Census Tract 64.02, Multnomah County, Oregon","Census Tract 64.02, Multnomah County, Oregon","or","140","00","ACSSF","0001504",,,,,"41","051",,,,"006402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124083
